Hospitals Name,Hospital Address,Pincode,website,City,Category,Founded,Number,Email,Other Email,Other Email.1,Verified_Emails,Secondary_Emails,Other contact,Other contact.1,Other contact.2,Other contact.3, , .1, .2, .3, .4,clean_phone,clean_email
Manipal Hospitals Jayanagar,"45/1, 45th Cross Rd, Kottapalya, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",560069,https://www.manipalhospitals.com/jayanagar/,Karnataka, Tuberculosis Hospitals ,,080 4009 1000,info@manipalhospitals.com,customercare.malathi@manipalhospitals.com,,,corp.mails@gmail.com,8001025555,+918010994994,,,,,,,,,info@manipalhospitals.com
Manipal Hospitals Outpatient Department - Malleshwaram,"8th Main Road, 5/2, 13th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560003",560003,http://www.manipalhospitals.com/,Karnataka, Tuberculosis Hospitals ,,080 4900 6000,,,,,csankitgandhi@gmail.com,,,,,,,,,,,
Manipal Hospitals Information Centre,"Bharani Health Centre Opp. IMA Building, Near Microwave Station Bangarpet, Road, Kolar, Karnataka 563101",563101,https://www.manipalhospitals.com/,Karnataka, Tuberculosis Hospitals ,,098450 05876,info@manipalhospitals.com,info@manipalhospitalsinformationcentre.com,veenak@manipal.edu,,consultingcs.bbsr@gmail.com,8001025555,,,,,,,,,,info@manipalhospitals.com
Columbia Asia Hospital Mysuru,"No. 85-86, Bangalore-Mysore Ring Road Junction Bannimantapa 'A' Layout, Siddique Nagar, Mandi Mohalla, Mysuru, Karnataka 570015",570015,http://www.columbiaindiahospitals.com/hospitals/mysore/overview,Karnataka, Tuberculosis Hospitals ,,0821 255 5000,customercare.mysore@columbiaasia.com,,,,corp.mails@gmail.com,+918213989896,+918213322333,08213989896,9916922814,8001025555,,,,,,customercare.mysore@columbiaasia.com
M Vishwananth,"No-403,Rayyan Tower,Near City Hospital, T.B Dam Road,Hospet Taluk, Karnataka 583212",583212,,Karnataka, Tuberculosis Hospitals ,,098450 93425,drvijay@mvdiabetes.com,jane.doe@precisionit.co.in,drvvappointments@mvdiabetes.in,,companyclient007@gmail.com,dean.acad@vit.ac.in,dean.ar@vit.ac.in,dean.sas@vit.ac.in,chancellor@vit.ac.in,,,,,,,drvijay@mvdiabetes.com
Sankara Eye Hospital,"Varthur Rd, Gate, Lakshminarayana Pura, Kundalahalli, Munnekollal, Bengaluru, Karnataka 560037",560037,http://www.sankaraeye.com/,Karnataka ,Eye Hospitals,,080 2854 2727,info@sankaraeye.com,director.sav@sankaraeye.com,donations@sankaraeye.com,,hospitalprabh@gmail.com,careers.sefi@sankaraeye.com,doe@sankaraeye.com,,,,,,,,,info@sankaraeye.com
Sankara Eye Hospital,"Balekodlu Rd, Harakere, Shivamogga, Karnataka 577202",577202,http://www.sankaraeye.com/,Karnataka ,Eye Hospitals,,081822 22100,info@sankaraeye.com,director.sav@sankaraeye.com,donations@sankaraeye.com,,divyadrisht@gmail.com,careers.sefi@sankaraeye.com,doe@sankaraeye.com,,,,,,,,,info@sankaraeye.com
Prabha Eye Clinic and Research Centre,"#504, 40th Cross Rd, 8th Block, Jayanagar, Bengaluru, Karnataka 560070",560070,http://www.prabhaeyeclinic.com/,Karnataka ,Eye Hospitals,,080 2665 9595,info@prabhaeyeclinic.com,,,,clinicsunaya@gmail.com,08026659595,,,,,,,,,,info@prabhaeyeclinic.com
Divyadrishti Eye Hospital,"1108/K, 9th C Main Road, Hampi Nagar, RPC Layout, Vijaya Nagar, Bengaluru, Karnataka 560104",560104,,Karnataka ,Eye Hospitals,,081476 33248,drnimesh@divyadrashtieyecare.com,,,,ka.hospital@gmail.com,,,,,,,,,,,drnimesh@divyadrashtieyecare.com
Sunayana Eye Hospital,"1108/K, 9th C Main Road, Hampi Nagar, RPC Layout, Vijaya Nagar, Bengaluru, Karnataka 560104",560104,http://www.sunayanaeyehospital.com/,Karnataka ,Eye Hospitals,,080 2244 2356,info@sunayanaeyehospital.com,sunainaeyehospital@gmail.com,sunayanaeyecarecenter@gmail.com,,nethradham@gmail.com,,,,,,,,,,,info@sunayanaeyehospital.com
Karthik Netralaya Eye Hospital,"89, 6th Cross Rd, CK Nagar, Ashok Nagar, Banashankari Stage I, Basavanagudi, Bengaluru, Karnataka 560050",560050,http://www.karthiknetralaya.com/,Karnataka ,Eye Hospitals,,098867 89799,info@karthiknetralaya.com,,,,hospitaldrish@gmail.com,9886789799,,,,,,,,,,info@karthiknetralaya.com
Nethradhama Super Speciality Eye Hospital,"256/14, Kanakapura Main Road, 7th Block, Jayanagar, Bengaluru, Karnataka 560082",560082,http://www.nethradhama.org/,Karnataka ,Eye Hospitals,,080 2608 8000,appointment@nethradhama.org,appointment@nethradham,hrd@nethradhama.org,,narayananet@gmail.com,9448071816,,,,,,,,,,appointment@nethradhama.org
Drishti Eye Hospital Chitradurga,"Maniyur, Chitradurga, Karnataka 577501",577501,http://www.drishticare.org/,Karnataka ,Eye Hospitals,,081942 30055,,,,,clinicakshar@gmail.com,,,,,,,,,,,
Narayana Nethralaya Eye Hospital,"Near Iskcon Temple, 121/C, Chord Rd, 1st R Block, Rajaji Nagar, Bengaluru, Karnataka 560010",560010,https://www.narayananethralaya.org/,Karnataka ,Eye Hospitals,,080661 21641,,,,,dr.hospital@gmail.com,08066121643,08066974000,,,,,,,,,
Akshara Eye Hospital,"Next to Karnataka Bank (Bilekahalli branch) S.V. Arcade Devarachikkanahalli IIM Post, Devarachikkanahalli Rd, Bilekahalli, Bengaluru, Karnataka 560076",560076,http://aksharaeyehospitals.com/,Karnataka ,Eye Hospitals,,080 4218 8890,,,,,devieyehos@gmail.com,,,,,,,,,,,
Dr.Solanki Eye Hospital,"191/1, 2nd Cross, Link Rd, Malleshwaram West, Bengaluru, Karnataka 560003",560003,http://www.drsolankieyehospital.com/,Karnataka ,Eye Hospitals,,080 2356 2211,,,,,hospitalanugr@gmail.com,08023562211,8073541968,,,,,,,,,
Devi Eye Hospital (Koramangala),"#434, 18th Main ,80 Feet Main Road, 6th Block, Koramangala, opt.BMTC Bus depot., 18th Main Road, 6th Block, ಕೋರಮಂಗಲ, Bengaluru, Karnataka 560095",560095,http://www.devieyehospital.org/,Karnataka ,Eye Hospitals,,080 2553 5514,,,,,bwlionssupe@gmail.com,,,,,,,,,,,
Anugraha Eye Hospital,"Bus Stand, Navabhag Main Road, Behind Central, Vijayapura, Karnataka 586101",586101,http://www.anugrahaeyehospital.com/,Karnataka ,Eye Hospitals,,083522 20646,anugraha.eyehospital@gmail.com,contactus@anugrahaeyehospital.com,contactus-kal@anugrahaeyehospital.com,,clinicdrisht@gmail.com,8147200600,,,,,,,,,,anugraha.eyehospital@gmail.com
B. W. Lions Super Speciality Eye Hospital,"Bus Stand, Navabhag Main Road, Behind Central, Vijayapura, Karnataka 586101",586101,http://www.bwlionseyehospital.org/,Karnataka ,Eye Hospitals,,080 2212 1253,,,,,mr.hospital@gmail.com,,,,,,,,,,,
Drishti Super Speciality Eye Hospital,"1st Floor, Chandrasagar Complex, Near 5th Cross, Bangalore to Channapatna, Ramanagar,, Mysore Bank Rd, Kuvempu Nagar, Bangalore., Karnataka 562160",562160,http://drishticare.org/,Karnataka ,Eye Hospitals,,080 2725 2422,,,,,drishtieye@gmail.com,,,,,,,,,,,
MRC Eye Hospital,"14th Cross Rd, Siddhartha Layout, Mysuru, Karnataka 570011",570011,http://www.mrceyehospital.com/,Karnataka ,Eye Hospitals,,0821 247 2102,,,,,hospitalnethr@gmail.com,,,,,,,,,,,
Drishti Eye Hospital Raichur,"Near Gandhi Chowk, Raichur Lingsugur Road, Raichur, Karnataka 584101",584101,http://www.drishticare.org/,Karnataka ,Eye Hospitals,,085322 97110,,,,,samprathiey@gmail.com,,,,,,,,,,,
Nethradhama Super Speciality Eye Hospital,"Madurai Idly Shop, 29, 80 Feet Rd, Landmark: Opp to, HAL 3rd Stage, Indiranagar, Bengaluru, Karnataka 560008",560008,http://www.nethradhama.org/,Karnataka ,Eye Hospitals,,080 4333 2555,appointment@nethradhama.org,info@nethradhama.org,nhplindr@nethradhama.org,,clinicdrisht@gmail.com,9448071816,+918026088000,8197351609,9972853918,9482001795,info@nethradhama.com,,,,,appointment@nethradhama.org
Samprathi Eye Hospital and Squint Centre,"No.111, Railway Parallel Road,Kumara Park West Behind Hotel Lalith Ashok Railway Parallel Road, 7th Cross Rd, Bengaluru, Karnataka 560020",560020,http://www.squinteyehospital.com/,Karnataka ,Eye Hospitals,,099009 99131,samprathieye@gmail.com,arunsamprathi@yahoo.com,,,ne.hospital@gmail.com,,,,,,,,,,,samprathieye@gmail.com
Drishti Eye Hospital,"1st Floor, Above SBM Bank, B B Road, Chikkaballapura,, Bangalore ., Karnataka 562101",562101,http://drishticare.org/,Karnataka ,Eye Hospitals,,081562 72828,,,,,nethradham@gmail.com,,,,,,,,,,,
Nethra Eye Hospital,"No. 8, Poojari Layout, 80 ft.Road, Sanjayanagar, Bengaluru, Karnataka 560094",560094,http://nethraeyehospital.com/,Karnataka ,Eye Hospitals,,080 2351 2666,,,,,hospitalretin@gmail.com,,,,,,,,,,,
Nethradhama Super Speciality Eye Hospital,"560 010 (Land mark- Navarang, 30, 19th Main Rd, 2nd Block, Rajaji Nagar, Bengaluru, Karnataka 560010",560010,http://www.nethradhama.org/,Karnataka ,Eye Hospitals,,080 4333 4111,appointment@nethradhama.org,appointment@nethradham,hrd@nethradhama.org,,eyehospital@gmail.com,9448071816,,,,,,,,,,appointment@nethradhama.org
Retina Institute Of Karnataka,"122, 5th Main Road, Chamarajpet,, Bengaluru, Karnataka 560018",560018,http://www.retinainstitute.org/,Karnataka ,Eye Hospitals,,080 2241 0106,,,,,clinicdrisht@gmail.com,,,,,,,,,,,
Drishti Eye Hospital Devanahalli,"1st Floor, NCM Complex, BB Road, Devanahalli, Karnataka 562110",562110,http://www.drishticare.org/,Karnataka ,Eye Hospitals,,080 2768 3838,,,,,murthyeyeh@gmail.com,,,,,,,,,,,
"Dr.Agarwals Eye Hospital, Coles Road","No. 33, Coles Rd, Opp Bata Showroom, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka 560005",560005,http://www.dragarwal.com/,Karnataka ,Eye Hospitals,,088844 77936,info@dragarwal.com,colesroad@dragarwal.com,,,hospitalsrive@gmail.com,7760968885,8884477936,,,,,,,,,info@dragarwal.com
Murthy Eye Hospital,"#25, 1st Main, Near Maruthi Temple, Maruthi Temple Rd, T.K. Layout, Kuvempu Nagara, Mysuru, Karnataka 570023",570023,,Karnataka ,Eye Hospitals,,0821 254 4852,smurthy@lvpei.org,,,,dragarwalse@gmail.com,,,,,,,,,,,smurthy@lvpei.org
Sri Venkateshwara Eye Hospital,"No 15, DRLS Plaza, NH4, Above Andra Bank, T. Dasarahalli, Bengaluru, Karnataka 560057",560057,http://www.drajesh.com/,Karnataka ,Eye Hospitals,,098867 08506,,,,,cliniceyehos@gmail.com,9864334013,9964334013,9886708506,,,,,,,,
"Dr.Agarwals Eye Hospital, Whitefield","HUL Research, 381, 1-st cross Narayanappa Garden Main road, Whitefield SVASTHA Hospital & 100m from Forum Value Mall. Opp, Bengaluru, Karnataka 560066",560066,http://www.dragarwal.com/,Karnataka ,Eye Hospitals,,088844 77939,,,,,mm.hospital@gmail.com,9180481935,9840168575,,,,,,,,,
M.M. Joshi Eye Hospital,"Hosur, Sadashiv Nagar, Hubballi, Karnataka 580024",580024,http://www.mmjoshieyeinstitute.com/,Karnataka ,Eye Hospitals,,0836 222 8341,mmjoshieyeinstitute@gmail.com,,,,hospitaleyedo@gmail.com,,,,,,,,,,,mmjoshieyeinstitute@gmail.com
Eye Doctor in Rajarajeshwari Nagar Bangalore | Udaya Ravi Eye Hospital,"572, 60 FEET ROAD, 4TH STAGE, BEML LAYOUT, RAJARAJESHWARI NAGAR, Bengaluru, Karnataka 560098",560098,http://ureyehospital.com/,Karnataka ,Eye Hospitals,,080 2861 1519,info@ureyehospital.com,,,,clinicnethra@gmail.com,9108641212,,,,,,,,,,info@ureyehospital.com
Devi Eye Hospital (HSR Layout),"#157/A, Sector-5, outer ring road, opp. J.S.S.Public school, Near HSR BDA, complex, HSR Layout, Bengaluru, 560102",560102,http://www.devieyehospital.org/,Karnataka ,Eye Hospitals,,080 4099 3805,,,,,ne.hospital@gmail.com,,,,,,,,,,,
Nethradhama Super Speciality Eye Hospital,"No. 1118, Geetha Rd, Chamarajapura, Chamarajapuram Mohalla, Lakshmipuram, Mysuru, Karnataka 570005",570005,http://www.nethradhama.org/,Karnataka ,Eye Hospitals,,0821 429 3000,appointment@nethradhama.org,appointment@nethradham,hrd@nethradhama.org,,mmjoshieye@gmail.com,9448071816,,,,,,,,,,appointment@nethradhama.org
Nelivigi Eye Hospital and Surgical Centre,"450/435/10, Behind Kanti Sweets, Bellandur - Doddakannelli Road, Outer Ring Rd, Bellandur, Bengaluru, Karnataka 560103",560103,http://www.nelivigieyehospital.com/,Karnataka ,Eye Hospitals,,080 4370 5050,nelivigieyehospital@gmail.com,drsirish@gmail.com,,,hospitalprasa@gmail.com,,,,,,,,,,,nelivigieyehospital@gmail.com
M.M.Joshi Eye Institute,"Gokul Rd, Vidya Nagar, Hubballi, Karnataka 580031",580031,http://www.mmjoshieyeinstitute.com/,Karnataka ,Eye Hospitals,,0836 222 8222,mmjoshieyeinstitute@gmail.com,mmjei.dharwad@gmail.com,,,nuogardenci@gmail.com,,,,,,,,,,,mmjoshieyeinstitute@gmail.com
Prasad Eye Hospital,"11, Hosur Main Road, Venkateshwara Layout, Sadduguntepalya, Bengaluru, Karnataka 560029",560029,http://www.prasadeyehospital.in/,Karnataka ,Eye Hospitals,,080 4110 6887,vprasadrao@lvpei.org,appointment@lvpei.org,rohit@lvpei,,clinicswasti@gmail.com,+91 - 8099519191,9392912709,,,,,,,,,vprasadrao@lvpei.org
Nuo Garden City Eye Hospital,"101, 80 Feet Main Road, Chandra Layout, Near Village Hyper Bazar Vijayanagar, Chandra Layout, Bengaluru, Karnataka 560040",560040,http://nuogardencityeyehospital.business.site/,Karnataka ,Eye Hospitals,,098862 97766,,,,,su.hospital@gmail.com,,,,,,,,,,,
Swastik Eye Hospital,"76, Vanivilas Rd, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004",560004,http://www.swastikeye.com/,Karnataka ,Eye Hospitals,,080 2662 2663,hello@ecosia.org,,,,sunilbirad@gmail.com,,,,,,,,,,,hello@ecosia.org
Sushrutha Eye Hospital,"#313, Dewans Road Near Marimallappa College, Chamrajpura, Dewans mohalla, Mysuru, Karnataka 570024",570024,https://sushrutha-eye-hospital.business.site/,Karnataka ,Eye Hospitals,,0821 242 7070,,,,,hospitalbanga@gmail.com,,,,,,,,,,,
Chincholi Eye Hospital,"32, Old Jewargi Rd, SBI Colony, Utunoor, Kalaburagi, Karnataka 585102",585102,,Karnataka ,Eye Hospitals,,084722 29568,response@anileyehospital.com,,,,re.hospital@gmail.com,,,,,,,,,,,response@anileyehospital.com
Belaku Eye Hospital,"#769, 1st Cross, Ring Road, Kengeri Upanagar, Stage II, Kengeri Satellite Town, Bengaluru, Karnataka 560060",560060,,Karnataka ,Eye Hospitals,,080 2848 6474,sureshkorati@yahoo.co.in,anithaspoorthy@gmail.com,,,vidyaeyeho@gmail.com,9986025549,7070569986,,,,,,,,,sureshkorati@yahoo.co.in
Reticorn eye hospital,"Mallandur Road, Vijayapura, Chikkamagaluru, Karnataka 577101",577101,http://reticorn.com/about.html,Karnataka ,Eye Hospitals,,070226 11189,info@reticorn.com,reticorneyehospital@yahoo.com,,,hospitalpoorn@gmail.com,+917022611189,7022611189,,,,,,,,,info@reticorn.com
Vidya Eye Hospital,"47/E, 15th Main M.C.Road( Near Vijayanagar Police Station), Vijaya Nagar,, Vijaya Nagar, Bengaluru, Karnataka 560040",560040,,Karnataka ,Eye Hospitals,,080 2338 9854,info.shinehospitals@gmail.com,,,,dragarwaley@gmail.com,8121212010,,,,,,,,,,info.shinehospitals@gmail.com
Poorna Eye Hospital,"47/E, 15th Main M.C.Road( Near Vijayanagar Police Station), Vijaya Nagar,, Vijaya Nagar, Bengaluru, Karnataka 560040",560040,,Karnataka ,Eye Hospitals,,081542 50070,abhinav.hospital@gmail.com,,,,clinicshekar@gmail.com,9886069002,918154250070,,,,,,,,,abhinav.hospital@gmail.com
Dr. Agarwal Eye Hospital,"16, Salapuria Zest Building, Bannerghatta Main Rd, Landmark: Opposite to Shoppers Stop, 3rd Phase, JP Nagar, Bengaluru, Karnataka 560078",560078,http://www.dragarwal.com/,Karnataka ,Eye Hospitals,,080 2659 4012,info@dragarwal.com,agarwalhospitals@gmail.com,xxxx@dragarwal.com,,sh.hospital@gmail.com,axxxxxx@xxx.com,,,,,,,,,,info@dragarwal.com
Shekar Eye Hospital,"633, 100 Feet Ring Road, 3rd Phase, JP Nagar, Bengaluru, Karnataka 560078",560078,http://www.shekareyehospital.com/,Karnataka ,Eye Hospitals,,099805 62020,info@shekareyehospital.com,,,,eyehospita@gmail.com,+919980562020,,,,,,,,,,info@shekareyehospital.com
Eye hospital,"2/22, 80 Feet Rd, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka 560094",560094,http://www.dragarwal.com/,Karnataka ,Eye Hospitals,,096325 84711,info@bhartieye.com,sceh@sceh.net,mei11b@yahoo.com,,sunetraeyeh@gmail.com,9211722214,info@asgeyehospital.com,,,,,,,,,info@bhartieye.com
Soumya Eye Hospital,"B BRd, Chikkaballapura, Karnataka 562101",562101,,Karnataka ,Eye Hospitals,,099457 02027,care@soumyaeyehospital.com,soumyaeyehospital@gmail.com,,,clinicaastha@gmail.com,8780889436,,,,,,,,,,care@soumyaeyehospital.com
Sunetra Eye Hospital,"519/34, 2nd Cross Rd, 2nd Block, SBM Colony, Banashankari Stage I, Banashankari, Bengaluru, Karnataka 560050",560050,http://www.sunetraeyehospital.org/,Karnataka ,Eye Hospitals,,080 2241 0500,,,,,dr.hospital@gmail.com,,,,,,,,,,,
Aastha Superspeciality Eye Hospital,"#590, 6th Block, 2nd Phase, 2nd Main Road, Hosakerehalli Cross Rd, Opp Panchavati Park, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085",560085,http://aasthaeyecare.com/,Karnataka ,Eye Hospitals,,080 2642 6558,,,,,samruddhie@gmail.com,,,,,,,,,,,
Dr Praveen's Eye Hospital and Glaucoma Care,"First floor of City super Bazaar Hoodi Circle, Mahadevpura, Bengaluru, Karnataka 560048",560048,https://dr-praveens-eye-hospital-and-glaucoma-care.business.site/,Karnataka ,Eye Hospitals,,084958 42777,,,,,hospitalbhagw@gmail.com,,,,,,,,,,,
Samruddhi Eye Hospital,"#2, Near Fortune Vista Apartment, Thindlu, Vidyaranyapura Post, Kodigehalli Main Road, Banglore, Karnataka 560097",560097,http://www.samruddhieyehospital.com/,Karnataka ,Eye Hospitals,,080 4207 5944,,,,,abhayaeyeho@gmail.com,9844217160,7026418028,,,,,,,,,
Bhagwan Mahaveer Darshan eye hospital,"Jevargi - Chamarajanagar Rd, Siddalingapura Village, Siddalingapura, Karnataka 570003",570003,,Karnataka ,Eye Hospitals,,0821 297 0497,renuajay@yahoo.com,elhi@nic.in,mahaveerjjh@gmail.com,,cliniclionsg@gmail.com,09717293550,+919972445942,+918212900785,+918212970497,,,,,,,renuajay@yahoo.com
Abhaya Eye Hospital,"Showroom, 77, Outer Ring Rd, Opposite Honda, 5th Block, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085",560085,,Karnataka ,Eye Hospitals,,080 2642 2111,abhayaeye@yahoo.com,,,,sr.hospital@gmail.com,,,,,,,,,,,abhayaeye@yahoo.com
Lions GEF Eye Hospital,"A Unit of Globe Eye Foundation, Boorugamakalahalli, Chintamani, 563125",563125,http://www.globeeye.org/,Karnataka ,Eye Hospitals,,081542 90692,gefbangalore1995@hotmail.com,,,,mathaayurv@gmail.com,7625085314,,,,,,,,,,gefbangalore1995@hotmail.com
Mallya Hospital,"No.2, Vittal Mallya Rd, Ashok Nagar, Bengaluru, Karnataka 560001",560001,http://www.mallyahospital.net/,Karnataka,Hospitals,,080 2227 7979,,,,,ho.hospital@gmail.com,,,,,,,,,,,
Bangalore Baptist Hospital,"Bellary Rd, Vinayakanagar, Hebbal, Bengaluru, Karnataka 560024",560024,http://www.bbh.org.in/,Karnataka,Hospitals,,080 2202 4700,,,,,ajhospital@gmail.com,,,,,,,,,,,
Hosmat Hospital,"45, Magrath Road, Richmond Rd, Bengaluru, Karnataka 560025",560025,https://www.hosmathospitals.com/appointment-form.php,Karnataka,Hospitals,,080 2559 3796,,,,,hospitalramai@gmail.com,,,,,,,,,,,
A.J. Hospital & Research Centre,"NH 66, Kuntikana, Mangalore, Karnataka 575004",575004,http://www.ajhospital.in/,Karnataka,Hospitals,,0824 222 5533,,,,,apollobgsho@gmail.com,,,,,,,,,,,
Ramaiah Memorial Hospital,"New BEL Rd, M S Ramaiah Nagar, MSRIT Post, Bengaluru, Karnataka 560054",560054,http://www.msrmh.com/,Karnataka,Hospitals,,080 2360 9999,,,,,clinicvikram@gmail.com,,,,,,,,,,,
"Apollo BGS Hospitals, Mysuru","Adichunchanagiri Road, Kuvempu Nagara, Mysuru, Karnataka 570023",570023,https://mysore.apollohospitals.com/,Karnataka,Hospitals,,0821 256 8888,,,,,ch.hospital@gmail.com,,,,,,,,,,,
Vikram Hospital,"Anne's College, No.71/1, Millers Road, Opp. St, Bengaluru, Karnataka 560052",560052,http://www.vikramhospital.com/,Karnataka,Hospitals,,080 6191 4686,,,,,nrrhospita@gmail.com,,,,,,,,,,,
Chinmaya Mission Hospital,"1, 1, Chinmaya Mission Hospital Rd, Opp. Krishna Temple, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038",560038,http://www.chinmayamission.com/what-we-do/institutes/chinmaya-mission-hospital-chinmaya-mission-of-nursing/#.VGXzhyjm48k,Karnataka,Hospitals,,080 2528 0461,,,,,hospitalklesd@gmail.com,,,,,,,,,,,
N R R Hospital,"Janapriya Apartments, No.3&3A, Hesarghatta Main Road, Chikkasandra, Next to, Geleyara Balaga Layout, Jalahalli West, Bengaluru, Karnataka 560090",560090,http://www.nrrhospital.com/,Karnataka,Hospitals,,080 2837 4116,,,,,columbiaasi@gmail.com,,,,,,,,,,,
KLES Dr. Prabhakar Kore Hospital & M.R.C,"NH Service Rd, Nehru Nagar, Belgaum, Karnataka 590010",590010,http://www.klehospital.org/,Karnataka,Hospitals,,0831 247 3777,,,,,clinicpdhind@gmail.com,,,,,,,,,,,
Columbia Asia Referral Hospital Bangalore,"26/4, Brigade Gateway West West, beside Metro, Malleshwaram, Bengaluru, Karnataka 560055",560055,http://www.columbiaindiahospitals.com/hospitals/yeshwanthpur/overview,Karnataka,Hospitals,,080 6165 6262,,,,,ka.hospital@gmail.com,,,,,,,,,,,
P D Hinduja Sindhi Hospital,"15, 2, 12th Cross Rd, Sampangi Rama Nagara, Bengaluru, Karnataka 560027",560027,http://hinduja.sindhihospital.com/,Karnataka,Hospitals,,080 4903 0303,,,,,sagarhospi@gmail.com,,,,,,,,,,,
"Kasturba Hospital, Manipal","Udupi - Hebri Rd, Madhav Nagar, Manipal, Karnataka 576104",576104,http://www.khmanipal.com/,Karnataka,Hospitals,,0820 292 2761,,,,,hospitalmanip@gmail.com,,,,,,,,,,,
